tariff_plan_code_from,arpu_segment,tariff_plan_code_to,n,ratio_mean,ratio_median,ratio_std,conditional_destination_share
tariff_2,HIGH,tariff_8,16,0.0170750462754245,-0.05091548162480125,0.45136488134332964,0.5714285714285714
tariff_20,LOW,tariff_1,4,0.5180666842173198,0.2995211921170745,1.3827417773034285,0.19047619047619047
tariff_20,LOW,tariff_10,2,1.8936938818124869,1.8936938818124869,1.5645531164771131,0.09523809523809523
tariff_20,LOW,tariff_11,1,-1.0,-1.0,,0.047619047619047616
tariff_20,LOW,tariff_12,1,-0.8107022336493652,-0.8107022336493652,,0.047619047619047616
tariff_20,LOW,tariff_13,5,2.1512835765548797,2.583456048606844,0.9869416695168545,0.23809523809523808
tariff_20,LOW,tariff_4,2,-0.9852047722479302,-0.9852047722479302,0.020923611745375856,0.09523809523809523
tariff_20,LOW,tariff_8,4,1.7258594756830763,2.282490102742954,1.729396575174416,0.19047619047619047
tariff_20,LOW,tariff_9,2,1.0183358624178047,1.0183358624178047,2.8024962994371236,0.09523809523809523
tariff_20,MID,tariff_1,9,-0.14739013537669854,-0.7074929662708149,1.1309542576207416,0.13432835820895522
tariff_20,MID,tariff_10,5,0.16636241401049878,0.5325024207364004,1.101537034493027,0.07462686567164178
tariff_20,MID,tariff_11,2,0.4323352975770276,0.4323352975770276,0.0011049273159994956,0.029850746268656716
tariff_20,MID,tariff_12,3,0.35934246359095506,0.2869145781587932,1.3969652938157555,0.04477611940298507
tariff_20,MID,tariff_13,8,-0.14843866744614687,-0.0767453534009685,0.23707718635899364,0.11940298507462686
tariff_20,MID,tariff_4,8,-0.3159312436761625,-0.051519742901331655,0.5245390062140275,0.11940298507462686
tariff_20,MID,tariff_8,31,0.40850721588408107,0.1371430509538072,0.8457822890550553,0.4626865671641791
tariff_20,MID,tariff_9,1,1.955706238097894,1.955706238097894,,0.014925373134328358
tariff_20,HIGH,tariff_1,11,-0.7459101631219135,-0.8426272066458982,0.34038419195668135,0.0650887573964497
tariff_20,HIGH,tariff_10,17,0.08817884199812104,0.12560013170140083,0.4015176911330682,0.10059171597633136
tariff_20,HIGH,tariff_11,8,0.04721115028962934,0.19884455222742148,0.514522730066997,0.047337278106508875
tariff_20,HIGH,tariff_12,9,-0.08093836146466926,0.021645598678900146,0.6105500781747867,0.05325443786982249
tariff_20,HIGH,tariff_13,17,-0.27508955224824605,-0.40669427308650696,0.36297318705368625,0.10059171597633136
tariff_20,HIGH,tariff_4,29,-0.22055292100339485,-0.2468331690085469,0.3193784975617487,0.17159763313609466
tariff_20,HIGH,tariff_8,78,-0.05419338167221088,-0.08570907104392195,0.23166617962789923,0.46153846153846156
tariff_3,LOW,tariff_1,8,-0.2156482084386983,-0.9773022184584621,1.4947956038634491,0.07920792079207921
tariff_3,LOW,tariff_10,5,2.161063664596273,3.0,1.7690979397042732,0.04950495049504951
tariff_3,LOW,tariff_11,2,3.0,3.0,0.0,0.019801980198019802
tariff_3,LOW,tariff_12,5,-0.09413677666188427,-1.0,1.7447947339447833,0.04950495049504951
tariff_3,LOW,tariff_13,6,0.9901687462689606,1.1281178188884804,1.7199131593284416,0.0594059405940594
tariff_3,LOW,tariff_21,2,-1.0,-1.0,0.0,0.019801980198019802
tariff_3,LOW,tariff_4,15,-0.07770137324511446,-0.7415231946437111,1.38906572792861,0.1485148514851485
tariff_3,LOW,tariff_8,27,0.5956913310990212,-0.5190366730078209,1.826842554339625,0.26732673267326734
tariff_3,LOW,tariff_9,31,1.0874978961765192,1.0336782019265072,1.858302149733234,0.3069306930693069
tariff_3,MID,tariff_1,21,-0.5103536096142359,-0.8518371715089778,0.8945276348762035,0.04697986577181208
tariff_3,MID,tariff_10,31,0.5867005011431811,0.4344814086688624,1.4707851857497922,0.06935123042505593
tariff_3,MID,tariff_11,29,0.5726726913734893,0.5957502529283172,1.2876283554161916,0.06487695749440715
tariff_3,MID,tariff_12,8,0.4430032981376403,0.25423200911126276,1.4239637400827745,0.017897091722595078
tariff_3,MID,tariff_13,32,0.18787705183427011,0.11996581510846072,0.827167723043757,0.07158836689038031
tariff_3,MID,tariff_21,8,-0.009624355187142442,-0.14516086091605823,0.9978474941844331,0.017897091722595078
tariff_3,MID,tariff_4,47,0.13832736258753042,-0.17500105095407525,1.1205905269001553,0.10514541387024609
tariff_3,MID,tariff_8,241,0.5835904652183873,0.4526683697259297,1.337298689218299,0.5391498881431768
tariff_3,MID,tariff_9,30,0.1684796051494107,0.26789073285922793,0.8097241768712461,0.06711409395973154
tariff_3,HIGH,tariff_1,3,-0.6613959525191669,-0.865104296582689,0.4744747203139817,0.021897810218978103
tariff_3,HIGH,tariff_10,19,-0.21970508090225652,-0.19904183160736366,0.5472361053081102,0.1386861313868613
tariff_3,HIGH,tariff_11,11,-0.13982687154062012,-0.2809015696035354,0.4984004401827852,0.08029197080291971
tariff_3,HIGH,tariff_12,10,0.1503428362143147,0.12550824588524134,0.5872216182237902,0.072992700729927
tariff_3,HIGH,tariff_13,5,-0.3200947179271558,-0.26896602608284104,0.1477505544333805,0.0364963503649635
tariff_3,HIGH,tariff_4,6,-0.41689205014670044,-0.30672083468012823,0.34023461853000986,0.043795620437956206
tariff_3,HIGH,tariff_8,83,-0.07951331031635951,-0.01336798308276943,0.548699842182441,0.6058394160583942
tariff_4,LOW,tariff_1,3,0.8492319369924403,1.0237568165865771,1.176274096314192,0.03260869565217391
tariff_4,LOW,tariff_10,17,1.0019041212329611,0.6276798613117596,1.8911947588981284,0.18478260869565216
tariff_4,LOW,tariff_11,13,-0.727847987403692,-0.9706662862034527,0.5654747975940236,0.14130434782608695
tariff_4,LOW,tariff_12,9,0.19784738655142398,-0.28983634797588276,1.362920302472402,0.09782608695652174
tariff_4,LOW,tariff_13,8,1.4188297606701123,1.4839072849697827,1.4943394853097134,0.08695652173913043
tariff_4,LOW,tariff_21,3,0.7425128301913814,-0.3859039085225183,1.9550412650929716,0.03260869565217391
tariff_4,LOW,tariff_8,22,0.21699317315626285,-0.5980690801229719,1.558536630150962,0.2391304347826087
tariff_4,LOW,tariff_9,17,2.2635622813812333,3.0,1.3799297445482732,0.18478260869565216
tariff_4,MID,tariff_1,37,-0.4786510103471447,-0.7767900074112906,0.6196642867876849,0.05522388059701493
tariff_4,MID,tariff_10,58,0.10921404311696749,0.186346215639558,0.951647130838157,0.08656716417910448
tariff_4,MID,tariff_11,41,0.33429100177803467,0.2161822550030308,1.1859556576858188,0.06119402985074627
tariff_4,MID,tariff_12,13,-0.3779440472667739,-0.56187715333605,0.8392569669535827,0.019402985074626865
tariff_4,MID,tariff_13,100,-0.04877355234032394,-0.18309857689558334,0.6881913875904243,0.14925373134328357
tariff_4,MID,tariff_21,2,0.6445437124936595,0.6445437124936595,0.44551401768367865,0.0029850746268656717
tariff_4,MID,tariff_8,408,0.3945054725052043,0.2921078866039747,0.9276006281108042,0.608955223880597
tariff_4,MID,tariff_9,11,0.9905193599047654,1.158869504018965,1.2196165029769501,0.016417910447761194
tariff_4,HIGH,tariff_1,21,-0.5618369838586299,-0.6396144496574253,0.33471784253551423,0.0430327868852459
tariff_4,HIGH,tariff_10,45,-0.13202370985543807,-0.1448206955633098,0.42184852845877135,0.09221311475409837
tariff_4,HIGH,tariff_11,32,-0.1561757017885994,-0.2079277564949783,0.6179247798807848,0.06557377049180328
tariff_4,HIGH,tariff_12,19,0.006275465712145024,0.05672080481147401,0.5539021660899985,0.0389344262295082
tariff_4,HIGH,tariff_13,31,-0.46819692422276193,-0.455178465823461,0.3252323914600103,0.06352459016393443
tariff_4,HIGH,tariff_8,340,-0.13688780746636575,-0.08254420087301767,0.3759761979235697,0.6967213114754098
tariff_5,LOW,tariff_1,10,-0.3844742331013551,-0.7905438092112446,1.2181340196040549,0.07518796992481203
tariff_5,LOW,tariff_10,32,0.17258309828953863,-0.952237251248345,1.6293272117175976,0.24060150375939848
tariff_5,LOW,tariff_11,9,-0.5474326884361149,-1.0,1.330506458788623,0.06766917293233082
tariff_5,LOW,tariff_12,8,-0.8470778669774449,-1.0,0.27930539112007613,0.06015037593984962
tariff_5,LOW,tariff_13,36,1.2287435092706156,1.4654374803834578,1.6528003102577138,0.2706766917293233
tariff_5,LOW,tariff_21,1,-1.0,-1.0,,0.007518796992481203
tariff_5,LOW,tariff_4,20,0.8776155983943454,0.44424980613538056,1.7212252215446688,0.15037593984962405
tariff_5,LOW,tariff_8,6,1.6935706275253055,2.89072044299823,1.9448262549613269,0.045112781954887216
tariff_5,LOW,tariff_9,11,0.6380486769793484,-0.9532350234359951,1.9045545245035937,0.08270676691729323
tariff_5,MID,tariff_1,18,-0.2883701393513365,-0.8695796017596817,1.2664412073880207,0.09574468085106383
tariff_5,MID,tariff_10,36,-0.21672644749524336,-0.5828544897974892,1.0344232022635174,0.19148936170212766
tariff_5,MID,tariff_11,15,-0.08221422303432926,-0.8655695492372204,1.237731543373896,0.0797872340425532
tariff_5,MID,tariff_12,17,-0.20225446439760802,-0.6832600092408445,1.1488496040924272,0.09042553191489362
tariff_5,MID,tariff_13,43,-0.043928082228264886,-0.20430949382169716,0.7479914112979779,0.22872340425531915
tariff_5,MID,tariff_21,4,-0.3798942269232478,-1.0,1.2402115461535044,0.02127659574468085
tariff_5,MID,tariff_4,32,0.3996544741088927,0.021205137373105587,1.2409698780722953,0.1702127659574468
tariff_5,MID,tariff_8,21,-0.05881276252864044,-0.21515628772746231,1.064089050849494,0.11170212765957446
tariff_5,MID,tariff_9,2,-0.4008897252295553,-0.4008897252295553,0.5048830060382759,0.010638297872340425
tariff_5,HIGH,tariff_1,9,-0.7409411598010354,-0.827695199350234,0.3227979665412359,0.0891089108910891
tariff_5,HIGH,tariff_10,32,0.024372421467422915,0.019398647524172308,0.6683956484034673,0.31683168316831684
tariff_5,HIGH,tariff_11,18,0.0491299169248142,-0.002183138234672588,0.9012306918161107,0.1782178217821782
tariff_5,HIGH,tariff_12,10,-0.7436565472889493,-0.9967709365416372,0.35679649581610645,0.09900990099009901
tariff_5,HIGH,tariff_13,6,-0.46875963625387645,-0.4843361187510709,0.3367377972588377,0.0594059405940594
tariff_5,HIGH,tariff_4,13,-0.6028171685406672,-0.5913218726558098,0.40516458762144475,0.12871287128712872
tariff_5,HIGH,tariff_8,13,-0.030165039359380537,-0.09933708753735182,0.9619332458976901,0.12871287128712872
tariff_6,LOW,tariff_1,13,0.892528681060764,0.63785594639866,1.441613895589916,0.09848484848484848
tariff_6,LOW,tariff_10,21,-0.08638080574612243,-1.0,1.4591478650910132,0.1590909090909091
tariff_6,LOW,tariff_11,7,0.06785630735002354,-0.599053456243976,1.4157085596060757,0.05303030303030303
tariff_6,LOW,tariff_12,3,1.6666666666666667,3.0,2.3094010767585034,0.022727272727272728
tariff_6,LOW,tariff_13,37,1.4561621157222115,2.317936091634106,1.7455669796056352,0.2803030303030303
tariff_6,LOW,tariff_4,23,1.5661858282354928,2.4990538755400054,1.673750947633858,0.17424242424242425
tariff_6,LOW,tariff_8,10,1.034425630096285,0.5718274188656355,1.7865337645054105,0.07575757575757576
tariff_6,LOW,tariff_9,18,0.48876572977073907,-0.29067852768577834,1.64528134005225,0.13636363636363635
tariff_6,MID,tariff_1,10,-0.594149071205518,-0.8914417838958313,0.49465363634399234,0.09900990099009901
tariff_6,MID,tariff_10,25,0.110667213313851,-0.6480456128242933,1.4000956587520328,0.24752475247524752
tariff_6,MID,tariff_11,10,0.8356863339013175,0.6127807266042407,1.4504125094356506,0.09900990099009901
tariff_6,MID,tariff_12,2,-0.1984072126220886,-0.1984072126220886,1.1336233914102951,0.019801980198019802
tariff_6,MID,tariff_13,28,-0.34120554572033734,-0.4757494561192852,0.6184597259371877,0.27722772277227725
tariff_6,MID,tariff_21,1,-0.7999990988920878,-0.7999990988920878,,0.009900990099009901
tariff_6,MID,tariff_4,13,0.06377121028399334,-0.1481965030847605,0.9399730125138598,0.12871287128712872
tariff_6,MID,tariff_8,9,0.3035867434686155,0.4534802317936324,1.274504820617274,0.0891089108910891
tariff_6,MID,tariff_9,3,-0.12872426315397897,-0.9855069728821876,1.4965600582807108,0.0297029702970297
tariff_6,HIGH,tariff_1,4,-0.6764484634896484,-0.9839512851313637,0.6258296757505093,0.07692307692307693
tariff_6,HIGH,tariff_10,9,-0.48116648081342067,-0.5687536635984854,0.4824448213790686,0.17307692307692307
tariff_6,HIGH,tariff_11,11,0.08334151543309742,0.2285392664586916,0.5183012718730136,0.21153846153846154
tariff_6,HIGH,tariff_12,8,-0.2593576358541029,-1.0,1.2421470894870539,0.15384615384615385
tariff_6,HIGH,tariff_13,6,-0.48046384531034164,-0.5720024977992274,0.5859323591884184,0.11538461538461539
tariff_6,HIGH,tariff_4,10,-0.4795773779300855,-0.5679189336613948,0.5168217293151228,0.19230769230769232
tariff_6,HIGH,tariff_8,3,-0.5985679098860558,-0.7397233905002651,0.37022443555678725,0.057692307692307696
tariff_6,HIGH,tariff_9,1,-0.1551881942168838,-0.1551881942168838,,0.019230769230769232
tariff_7,LOW,tariff_1,4,0.38622786942078563,-0.23290714773056165,1.8602716785509947,0.05714285714285714
tariff_7,LOW,tariff_10,16,0.1562370167540516,-0.6214685872963721,1.5253705213208686,0.22857142857142856
tariff_7,LOW,tariff_11,3,-0.881127246853084,-0.9946151190887125,0.20124821590944014,0.04285714285714286
tariff_7,LOW,tariff_12,4,2.166421213336212,3.0,1.667157573327576,0.05714285714285714
tariff_7,LOW,tariff_13,9,1.005144520654275,0.22084598118232668,1.8389549450588796,0.12857142857142856
tariff_7,LOW,tariff_21,1,-1.0,-1.0,,0.014285714285714285
tariff_7,LOW,tariff_4,10,0.6120815933893138,-0.703213953364749,1.947697573436464,0.14285714285714285
tariff_7,LOW,tariff_8,3,0.3333333333333333,-1.0,2.3094010767585034,0.04285714285714286
tariff_7,LOW,tariff_9,20,1.6367438946725366,2.818107612637326,1.7014575706645385,0.2857142857142857
tariff_7,MID,tariff_1,14,-0.4142296771230109,-0.6919621190578561,0.683936992902012,0.1346153846153846
tariff_7,MID,tariff_10,31,-0.07843298416026853,-0.5195616644630527,1.2661252040872881,0.2980769230769231
tariff_7,MID,tariff_11,6,0.1152707040621449,-0.33221349645173237,1.2126564211294968,0.057692307692307696
tariff_7,MID,tariff_12,2,0.683860168655849,0.683860168655849,0.1206977700901489,0.019230769230769232
tariff_7,MID,tariff_13,18,-0.26734365871461624,-0.3904102410389217,0.6666843911874959,0.17307692307692307
tariff_7,MID,tariff_21,2,-0.905699424637151,-0.905699424637151,0.13335225640237336,0.019230769230769232
tariff_7,MID,tariff_4,15,0.5857803664298044,0.29702640717431117,1.341117982349982,0.14423076923076922
tariff_7,MID,tariff_8,13,-0.09462357577420599,-0.4744198215640616,1.1103508576647447,0.125
tariff_7,MID,tariff_9,3,-0.44362510711190567,-0.7813723602285128,0.6429975378848309,0.028846153846153848
tariff_7,HIGH,tariff_1,6,-0.7715675113465105,-0.9898111801631158,0.36120533459768905,0.06976744186046512
tariff_7,HIGH,tariff_10,26,-0.1115047463113272,-0.04637261849083529,0.6324231087864952,0.3023255813953488
tariff_7,HIGH,tariff_11,8,-0.02281694058994957,-0.12179853882405856,0.734664140449128,0.09302325581395349
tariff_7,HIGH,tariff_12,6,0.34081278550645533,0.0907799885240761,1.4595612092363939,0.06976744186046512
tariff_7,HIGH,tariff_13,5,-0.6357011166655233,-0.5673058787392156,0.36396489575593866,0.05813953488372093
tariff_7,HIGH,tariff_4,15,-0.3498593181816065,-0.5519509847475196,0.7974269957220154,0.1744186046511628
tariff_7,HIGH,tariff_8,20,-0.3748212209108549,-0.4652571270461495,0.5940137233846726,0.23255813953488372
tariff_8,LOW,tariff_1,7,0.1427756584906756,-0.08558553714119788,1.0844041104063966,0.05384615384615385
tariff_8,LOW,tariff_10,30,0.4427742714613881,-0.6089073063624721,1.743583242337176,0.23076923076923078
tariff_8,LOW,tariff_11,16,0.6718658829158561,0.2735356533989103,1.7843260638680578,0.12307692307692308
tariff_8,LOW,tariff_12,10,-0.2340538768202582,-0.9999611454326456,1.3273591770505837,0.07692307692307693
tariff_8,LOW,tariff_13,15,1.2793244285597563,2.0648373434261513,1.6194633880981804,0.11538461538461539
tariff_8,LOW,tariff_21,6,1.178385721493739,1.3436963696369637,2.0073341332328956,0.046153846153846156
tariff_8,LOW,tariff_4,20,0.7832782351865587,-0.5641983036397571,1.9231195537296686,0.15384615384615385
tariff_8,LOW,tariff_9,26,2.4151548834236602,3.0,1.388046906601688,0.2
tariff_8,MID,tariff_1,63,-0.49575892437952074,-0.7478145971104884,0.6504545168461313,0.08181818181818182
tariff_8,MID,tariff_10,182,0.40923258208581703,0.3176484304182733,1.1713910889554462,0.23636363636363636
tariff_8,MID,tariff_11,99,0.24335962146414414,0.03215425838792818,1.1980355978227755,0.12857142857142856
tariff_8,MID,tariff_12,55,0.08839526745402093,-0.415205879667671,1.2371776738739808,0.07142857142857142
tariff_8,MID,tariff_13,164,-0.11877669208747303,-0.19269967059894744,0.5230340628483667,0.21298701298701297
tariff_8,MID,tariff_21,10,-0.3319918943840961,-0.9486024456123092,1.0246354139894087,0.012987012987012988
tariff_8,MID,tariff_4,178,-0.10588471469657489,-0.13921704721844858,0.7884578388131815,0.23116883116883116
tariff_8,MID,tariff_9,19,0.2713204528352414,0.19478710339644767,1.2578019565897056,0.024675324675324677
tariff_8,HIGH,tariff_1,49,-0.6157046376089554,-0.7492186370171245,0.4414259531915641,0.0546875
tariff_8,HIGH,tariff_10,283,0.020361219212799573,0.0013802609608408734,0.4909032508838105,0.3158482142857143
tariff_8,HIGH,tariff_11,133,0.026516215026024213,-0.04708462383458323,0.5654259536802886,0.1484375
tariff_8,HIGH,tariff_12,113,0.0283482921001014,-0.06565483503104363,0.6215982466310089,0.12611607142857142
tariff_8,HIGH,tariff_13,113,-0.45619713327476635,-0.4958064041667748,0.2646928066043194,0.12611607142857142
tariff_8,HIGH,tariff_21,1,-0.20954718697554786,-0.20954718697554786,,0.0011160714285714285
tariff_8,HIGH,tariff_4,204,-0.18148596560581176,-0.16815070729963882,0.4093615475121223,0.22767857142857142
tariff_9,LOW,tariff_1,44,0.0413196836613771,-0.2869558297648286,1.0891582353437632,0.36666666666666664
tariff_9,LOW,tariff_10,3,0.7304381497036309,0.19131444911089268,2.0537747620918916,0.025
tariff_9,LOW,tariff_11,4,1.347599390149579,1.6951757685171254,1.9906603437158714,0.03333333333333333
tariff_9,LOW,tariff_12,2,-0.9932061289389997,-0.9932061289389997,0.009607984595480666,0.016666666666666666
tariff_9,LOW,tariff_13,18,1.5869563947686374,1.7062106598831472,1.4317507909100515,0.15
tariff_9,LOW,tariff_4,12,0.9613842708265804,0.6302164132197283,1.8888556075284473,0.1
tariff_9,LOW,tariff_8,37,1.23257721360907,0.639485106129972,1.6890429026438527,0.30833333333333335
tariff_9,MID,tariff_1,44,-0.3635151093779394,-0.6377841128872763,0.6957800463662083,0.1888412017167382
tariff_9,MID,tariff_10,11,0.1337592213217441,0.519380604258123,0.8441265628930272,0.04721030042918455
tariff_9,MID,tariff_11,11,0.11150425250839478,-0.17194305109182106,1.1326478859064315,0.04721030042918455
tariff_9,MID,tariff_12,10,-0.3075211594134978,-0.6115135456674168,0.7287180945095894,0.04291845493562232
tariff_9,MID,tariff_13,49,0.1755647377721083,-0.013221069231094118,0.7734977007312296,0.21030042918454936
tariff_9,MID,tariff_4,37,0.4522546347976317,0.3759688101836631,1.2862592618368078,0.15879828326180256
tariff_9,MID,tariff_8,71,0.40625687098409957,0.1432388808673477,1.254966916867862,0.30472103004291845
tariff_9,HIGH,tariff_1,4,-0.753666151190971,-0.7640820439971427,0.2534274825687593,0.12903225806451613
tariff_9,HIGH,tariff_10,4,-0.6211800225280418,-0.7613208558542285,0.36299682858090554,0.12903225806451613
tariff_9,HIGH,tariff_11,7,0.2720543063745661,0.00999417630349786,0.8917997183382455,0.22580645161290322
tariff_9,HIGH,tariff_13,2,-0.6912950643470257,-0.6912950643470257,0.2836708959117591,0.06451612903225806
tariff_9,HIGH,tariff_4,2,-0.12852862791015807,-0.12852862791015807,0.046418931751880624,0.06451612903225806
tariff_9,HIGH,tariff_8,12,-0.11114828965681163,-0.11034711968558547,0.4705013061897145,0.3870967741935484
